A_000	A_003	A_009	A_019	A_020	A_027	A_033	A_035	A_036	A_050	A_051	A_053	A_065	A_085	A_091	A_098	A_102	A_103	A_104	A_119	A_127	A_146	A_174	A_190	A_200	A_207	A_208	A_220	A_227	A_235	A_240	A_243	A_244	A_247	A_251	A_252	A_256	A_275	A_285	A_291	A_303	A_310	A_320	A_323	A_333	A_338	A_352	A_357	A_362	A_363	A_387	A_396	A_430	A_444	A_446	A_449	A_451	A_452	A_457	A_477	A_486	A_493	A_502	A_513	A_519	A_527	A_529	A_530	A_536	A_539	A_549	A_550	A_553	A_559	A_562	A_563	A_574	A_588	A_590	A_602	A_608	A_612	A_619	A_651	A_664	A_678	A_680	A_691	A_694	A_695	A_722
9.709969e+02	1.281189e+03	1.332420e+03	1.023746e+03	1.100577e+03	9.908264e+02	1.377173e+03	1.992528e+03	1.222319e+03	1.235978e+03	2.360088e+03	1.406914e+03	1.983026e+03	1.293058e+03	1.048503e+03	8.934904e+02	1.007373e+03	8.989585e+02	1.589123e+03	1.276342e+03	1.147065e+03	1.035176e+03	1.374984e+03	1.125044e+03	1.061605e+03	1.154406e+03	1.506802e+03	1.188997e+03	1.029741e+03	1.651108e+03	1.686121e+03	1.519959e+03	1.282111e+03	1.843787e+03	1.186973e+03	1.249017e+03	3.703875e+03	1.533661e+03	1.975864e+03	1.316901e+03	1.134675e+03	1.285065e+03	1.362862e+03	8.426819e+02	1.026249e+03	1.437257e+03	1.286050e+03	1.275727e+03	1.862908e+03	9.390862e+02	9.904898e+02	1.391921e+03	1.175595e+03	2.026554e+03	1.299257e+03	1.101084e+03	1.350668e+03	9.483707e+02	1.245685e+03	9.102139e+02	1.236252e+03	1.520586e+03	1.710437e+03	1.448387e+03	2.546640e+03	1.022913e+03	1.632471e+03	1.239136e+03	1.247729e+03	9.094832e+02	1.019149e+03	1.268987e+03	1.973109e+03	2.143674e+03	1.193090e+03	1.016730e+03	1.248000e+03	1.290938e+03	1.126023e+03	1.200211e+03	9.743203e+02	2.321716e+03	9.728658e+02	1.217648e+03	1.057680e+03	1.223406e+03	2.204842e+03	1.532803e+03	1.743654e+03	1.321768e+03	9.483707e+02
1.169041e+03	1.442193e+03	1.171570e+03	1.470401e+03	1.570554e+03	1.296708e+03	9.189499e+02	1.595217e+03	1.353637e+03	1.217609e+03	1.451558e+03	1.428488e+03	1.748313e+03	1.428774e+03	1.058280e+03	1.269645e+03	1.567722e+03	1.193603e+03	1.548726e+03	1.161987e+03	2.207738e+03	1.388519e+03	1.465386e+03	1.539245e+03	1.728790e+03	1.718712e+03	1.294313e+03	1.258278e+03	1.478037e+03	1.400133e+03	1.588757e+03	1.753846e+03	1.448630e+03	1.269162e+03	1.474922e+03	1.670010e+03	1.965093e+03	1.026005e+03	1.699505e+03	1.638006e+03	1.382342e+03	1.581500e+03	1.496972e+03	1.319895e+03	1.392117e+03	1.324643e+03	1.613029e+03	1.951626e+03	1.745509e+03	9.813753e+02	1.230457e+03	1.291865e+03	1.125994e+03	1.499121e+03	1.635626e+03	1.235563e+03	1.450582e+03	1.589354e+03	1.297502e+03	1.650344e+03	2.586691e+03	1.731203e+03	1.255619e+03	1.978200e+03	1.407976e+03	1.677752e+03	1.616063e+03	1.326609e+03	1.096253e+03	1.127603e+03	1.305986e+03	1.262874e+03	3.250361e+03	1.885952e+03	1.660458e+03	1.269645e+03	1.246885e+03	1.987439e+03	1.290933e+03	1.414813e+03	1.022681e+03	1.524771e+03	1.464859e+03	1.277801e+03	1.184960e+03	1.430045e+03	1.889232e+03	1.742456e+03	1.432644e+03	1.345059e+03	1.725750e+03
3.353456e+02	5.097653e+02	7.447536e+02	4.866442e+02	4.268616e+02	4.388504e+02	5.449664e+02	7.615296e+02	5.549864e+02	4.299034e+02	5.569969e+03	4.486140e+02	1.190361e+03	7.732899e+02	3.457955e+02	4.621690e+02	6.603841e+02	3.933151e+02	9.072381e+02	5.044267e+02	8.342471e+02	4.643768e+02	8.098691e+02	7.809162e+02	8.763391e+02	4.642642e+02	5.082434e+02	5.268467e+02	4.234341e+02	7.304424e+02	8.091106e+02	7.775831e+02	6.165671e+02	1.577454e+03	4.941300e+02	5.373410e+02	3.149034e+03	5.261661e+02	1.080818e+03	7.146336e+02	4.303444e+02	5.609264e+02	6.003921e+02	3.028431e+02	5.796525e+02	7.094910e+02	8.248264e+02	6.165419e+02	6.418133e+02	3.961721e+02	3.985256e+02	5.042973e+02	4.802187e+02	6.310401e+02	4.947390e+02	5.097653e+02	7.391503e+02	3.847450e+02	8.917453e+02	3.961721e+02	1.132385e+03	7.193354e+02	9.727873e+02	6.666436e+02	7.082157e+02	4.917527e+02	1.271966e+03	6.009182e+02	6.073399e+02	3.771794e+02	5.297155e+02	3.742951e+02	1.042333e+03	7.720130e+02	4.026987e+02	4.274944e+02	6.196960e+02	6.971106e+02	5.399750e+02	2.770038e+03	3.852203e+02	1.889345e+03	4.080178e+02	5.190222e+02	4.974323e+02	4.609311e+02	1.217884e+03	5.821395e+02	7.580901e+02	4.680736e+02	3.904449e+02
6.907826e+02	9.590002e+02	9.507919e+02	8.052528e+02	9.954990e+02	8.421384e+02	7.219173e+02	1.048117e+03	9.170767e+02	7.147172e+02	1.044252e+03	1.371423e+03	1.384172e+03	8.364579e+02	6.748054e+02	7.495227e+02	9.600063e+02	7.336010e+02	9.295021e+02	1.219103e+03	1.031597e+03	7.688315e+02	1.006164e+03	9.907884e+02	1.025639e+03	1.117010e+03	8.063830e+02	8.022909e+02	1.156041e+03	1.347150e+03	1.098622e+03	1.199101e+03	9.844962e+02	8.825101e+02	9.957112e+02	1.228329e+03	1.552742e+03	7.753583e+02	1.040333e+03	9.698022e+02	9.746144e+02	1.024953e+03	9.337314e+02	7.744093e+02	7.106034e+02	1.200524e+03	1.083307e+03	1.171981e+03	1.178262e+03	6.814043e+02	9.306183e+02	9.283322e+02	6.804444e+02	1.191152e+03	6.690669e+02	8.007390e+02	1.176497e+03	8.749914e+02	8.974806e+02	8.968343e+02	8.519653e+02	1.096780e+03	7.485828e+02	1.747603e+03	9.295021e+02	1.150695e+03	1.014388e+03	8.081685e+02	9.025857e+02	8.025253e+02	8.577448e+02	7.166283e+02	1.033020e+03	1.303845e+03	8.894752e+02	8.082627e+02	8.192425e+02	1.172053e+03	9.319485e+02	8.387717e+02	6.458156e+02	1.597235e+03	1.015073e+03	7.542906e+02	8.164603e+02	1.004549e+03	1.156004e+03	1.006047e+03	8.167213e+02	9.006304e+02	1.285702e+03
7.369566e+02	8.862866e+02	9.222392e+02	7.509937e+02	1.180387e+03	9.052559e+02	7.652623e+02	1.059594e+03	1.134995e+03	7.805539e+02	8.461657e+02	1.907466e+03	1.321110e+03	9.327034e+02	6.225772e+02	1.625489e+03	1.072472e+03	1.222591e+03	8.638898e+02	9.862541e+02	1.056642e+03	1.164293e+03	9.453021e+02	1.101645e+03	1.019865e+03	1.007419e+03	8.657497e+02	7.851226e+02	1.108649e+03	1.461203e+03	1.187931e+03	1.319161e+03	9.598149e+02	1.003377e+03	9.331403e+02	9.440415e+02	1.796285e+03	7.130221e+02	1.107708e+03	1.171232e+03	8.239035e+02	1.187433e+03	1.006632e+03	7.313047e+02	7.113478e+02	9.497585e+02	1.123555e+03	1.350235e+03	1.407210e+03	7.228665e+02	8.635356e+02	9.026170e+02	7.592745e+02	2.168820e+03	6.666123e+02	8.546712e+02	1.200513e+03	8.299480e+02	8.620293e+02	1.267595e+03	9.424675e+02	1.174056e+03	8.071651e+02	1.253616e+03	9.220094e+02	1.114502e+03	1.080806e+03	9.032384e+02	1.420286e+03	8.041919e+02	8.284891e+02	8.406420e+02	9.103806e+02	1.304733e+03	1.018873e+03	7.253327e+02	8.900807e+02	1.105395e+03	7.331798e+02	1.083320e+03	5.269144e+02	1.080908e+03	9.358175e+02	1.459077e+03	7.856441e+02	8.747529e+02	1.369298e+03	1.003488e+03	7.894967e+02	8.681899e+02	1.151698e+03
8.087762e+03	1.036077e+04	6.374507e+03	8.102458e+03	1.275694e+04	9.161152e+03	5.789383e+03	1.136784e+04	8.405178e+03	7.521782e+03	6.067594e+03	8.295313e+03	9.431518e+03	8.385983e+03	8.969503e+03	9.180246e+03	1.106919e+04	7.131314e+03	8.012212e+03	8.354843e+03	1.189256e+04	8.917285e+03	9.479760e+03	1.159714e+04	9.609674e+03	8.559975e+03	8.711044e+03	7.798744e+03	9.723555e+03	9.132590e+03	1.078031e+04	1.111468e+04	1.093214e+04	8.383001e+03	1.039838e+04	9.184523e+03	9.597995e+03	6.159211e+03	9.788809e+03	9.947388e+03	8.510242e+03	1.096505e+04	9.188198e+03	9.764193e+03	8.406747e+03	8.451111e+03	1.139930e+04	1.430120e+04	9.605444e+03	6.899199e+03	7.614715e+03	7.943796e+03	8.754783e+03	8.686641e+03	7.567730e+03	7.876257e+03	1.089005e+04	1.038208e+04	9.916958e+03	1.227382e+04	1.090496e+04	1.021787e+04	6.781552e+03	1.232509e+04	8.161323e+03	1.009266e+04	9.265656e+03	7.156599e+03	8.346764e+03	8.088768e+03	8.366668e+03	8.955586e+03	8.759959e+03	1.326286e+04	1.042998e+04	8.444633e+03	7.746558e+03	1.095834e+04	9.439040e+03	8.727953e+03	7.469896e+03	1.086558e+04	8.326180e+03	6.704356e+03	7.088893e+03	8.930688e+03	1.057195e+04	7.914252e+03	8.393935e+03	1.104994e+04	1.229865e+04
6.057250e+02	7.506868e+02	6.826335e+02	5.731802e+02	5.720976e+02	5.958158e+02	6.146814e+02	8.372116e+02	5.680317e+02	6.389795e+02	7.634836e+02	5.865544e+02	7.861913e+02	1.134967e+03	4.296257e+02	4.815585e+02	6.050342e+02	6.180793e+02	5.698442e+02	5.407145e+02	6.945033e+02	5.916477e+02	7.069525e+02	5.875097e+02	5.470034e+02	6.357524e+02	8.913553e+02	5.732434e+02	5.448782e+02	3.023525e+03	7.089482e+02	8.717115e+02	6.272373e+02	7.242262e+02	7.023448e+02	6.940453e+02	1.058885e+03	5.349682e+02	6.630650e+02	6.882958e+02	6.595463e+02	8.206030e+02	8.337571e+02	4.317957e+02	5.814092e+02	6.304982e+02	6.883692e+02	7.733262e+02	9.682443e+02	6.171240e+02	5.883819e+02	9.476986e+02	6.359405e+02	3.120058e+03	7.843016e+02	6.678488e+02	7.730713e+02	4.938335e+02	7.748012e+02	5.937191e+02	1.119387e+03	7.267246e+02	7.709657e+02	7.296743e+02	8.970207e+02	6.708770e+02	6.307479e+02	6.055388e+02	6.024517e+02	4.614852e+02	5.036756e+02	5.325470e+02	6.343194e+02	1.591558e+03	5.934281e+02	5.665394e+02	5.622908e+02	6.510372e+02	6.601125e+02	6.662467e+02	3.782989e+02	6.055388e+02	6.735086e+02	6.060435e+02	5.752350e+02	5.526412e+02	7.365012e+02	8.366528e+02	1.017410e+03	8.869963e+02	6.316914e+02
7.469207e+02	8.916890e+02	9.933446e+02	8.650604e+02	1.008557e+03	9.253376e+02	7.838276e+02	8.885861e+02	8.832768e+02	7.377127e+02	9.644877e+02	1.025232e+03	1.282172e+03	9.880004e+02	6.735075e+02	7.928632e+02	1.017186e+03	9.021752e+02	1.108303e+03	8.948321e+02	9.773565e+02	7.481873e+02	8.853799e+02	9.706948e+02	9.605104e+02	8.688671e+02	9.718969e+02	6.572436e+02	1.060984e+03	9.050302e+02	1.025515e+03	9.949622e+02	9.515615e+02	8.695919e+02	9.874951e+02	9.858998e+02	1.329647e+03	8.141465e+02	9.416184e+02	9.505672e+02	7.777069e+02	9.602266e+02	1.181243e+03	7.632326e+02	8.038871e+02	1.099169e+03	1.167172e+03	1.050520e+03	1.139240e+03	7.070846e+02	9.977973e+02	9.438900e+02	8.032832e+02	1.031541e+03	6.890030e+02	8.096704e+02	1.037570e+03	8.080195e+02	7.821052e+02	8.327039e+02	8.478048e+02	9.188969e+02	7.426580e+02	9.803967e+02	9.245335e+02	1.337759e+03	8.095387e+02	9.237206e+02	7.422019e+02	8.130303e+02	9.018803e+02	8.222285e+02	8.308006e+02	1.106675e+03	9.028400e+02	8.028095e+02	7.960582e+02	9.626057e+02	9.450000e+02	8.125315e+02	6.890030e+02	9.759223e+02	8.117735e+02	8.705247e+02	9.053587e+02	9.069335e+02	1.000315e+03	8.600843e+02	8.662765e+02	1.012568e+03	1.025891e+03
2.994676e+03	2.830776e+03	1.618363e+03	3.481182e+03	5.051585e+03	3.431917e+03	2.016714e+03	3.649638e+03	3.179495e+03	2.292833e+03	2.894104e+03	4.918530e+03	3.943935e+03	2.877238e+03	2.737178e+03	3.252655e+03	4.336443e+03	2.513173e+03	3.015372e+03	2.932601e+03	4.856897e+03	3.329973e+03	3.445592e+03	4.550298e+03	3.305931e+03	2.910581e+03	2.299672e+03	2.842272e+03	3.809696e+03	3.315946e+03	4.470926e+03	4.232465e+03	5.030990e+03	3.649250e+03	3.572672e+03	4.234683e+03	5.043886e+03	2.136361e+03	4.719057e+03	3.594776e+03	2.358391e+03	4.042421e+03	3.644437e+03	4.621448e+03	2.646160e+03	2.639557e+03	5.458890e+03	6.423488e+03	4.227536e+03	1.896699e+03	2.384266e+03	2.053117e+03	2.453690e+03	3.488327e+03	2.906836e+03	2.899152e+03	3.937338e+03	3.620371e+03	4.029347e+03	6.491466e+03	3.672352e+03	4.038628e+03	2.435881e+03	5.538943e+03	2.506152e+03	4.278697e+03	3.293216e+03	2.634002e+03	3.374677e+03	2.529766e+03	3.224766e+03	2.523960e+03	2.734579e+03	4.643194e+03	4.110739e+03	3.287309e+03	2.754130e+03	4.839110e+03	3.674035e+03	2.761235e+03	2.230447e+03	4.806229e+03	2.887756e+03	2.407355e+03	2.204564e+03	3.016369e+03	4.877538e+03	3.788910e+03	3.456728e+03	4.819450e+03	4.866468e+03
1.534376e+03	1.893129e+03	1.766123e+03	2.201356e+03	1.799981e+03	1.459723e+03	1.205290e+03	2.434552e+03	1.504273e+03	1.431299e+03	1.651889e+03	1.888729e+03	2.209885e+03	2.174350e+03	1.364757e+03	1.459315e+03	1.604008e+03	1.812660e+03	2.861115e+03	1.227172e+03	3.435206e+03	2.248770e+03	2.180234e+03	1.487962e+03	2.884821e+03	2.925102e+03	1.286771e+03	1.654651e+03	1.533424e+03	2.107240e+03	1.920624e+03	2.530759e+03	1.848016e+03	1.492459e+03	1.532536e+03	1.837482e+03	3.051447e+03	1.187734e+03	3.238863e+03	2.761896e+03	1.976947e+03	1.828659e+03	1.742989e+03	1.613135e+03	2.267135e+03	2.216885e+03	1.905181e+03	2.215780e+03	2.054778e+03	1.004680e+03	1.820853e+03	1.436090e+03	1.424708e+03	1.846379e+03	2.798987e+03	1.567524e+03	1.581909e+03	2.747060e+03	1.189049e+03	2.168415e+03	1.509518e+03	2.407792e+03	1.739090e+03	3.301476e+03	2.376626e+03	2.742921e+03	2.168664e+03	2.356290e+03	1.578482e+03	1.403310e+03	1.374766e+03	1.478811e+03	1.806071e+03	2.121490e+03	2.732431e+03	1.850707e+03	1.761663e+03	2.570287e+03	1.414552e+03	1.780679e+03	1.116677e+03	2.046446e+03	2.040532e+03	1.788165e+03	1.314520e+03	1.844659e+03	2.886948e+03	3.014651e+03	2.731463e+03	1.511961e+03	2.606685e+03
2.999833e+03	5.869921e+03	2.627949e+03	3.232073e+03	1.057971e+04	4.292992e+03	2.081585e+03	7.605470e+03	5.133730e+03	3.226976e+03	2.095770e+03	4.022910e+03	7.681041e+03	4.772868e+03	3.508495e+03	4.362839e+03	7.418481e+03	3.361850e+03	3.535736e+03	3.796009e+03	8.477834e+03	4.418159e+03	4.975820e+03	6.975649e+03	6.747496e+03	5.961200e+03	4.683629e+03	3.783115e+03	7.633075e+03	6.060077e+03	6.406094e+03	8.513487e+03	7.749739e+03	3.659731e+03	8.088473e+03	5.294330e+03	5.466976e+03	2.066929e+03	5.873239e+03	5.556097e+03	3.715153e+03	6.640985e+03	4.806215e+03	6.061028e+03	4.136715e+03	3.807752e+03	9.561547e+03	1.222478e+04	5.556226e+03	2.101156e+03	3.205296e+03	4.099808e+03	2.589804e+03	5.347182e+03	2.966814e+03	3.135344e+03	5.839360e+03	6.623399e+03	5.116040e+03	1.137952e+04	6.601324e+03	6.862270e+03	2.449371e+03	8.303090e+03	3.382621e+03	5.919103e+03	6.132096e+03	2.767697e+03	3.284826e+03	3.428925e+03	4.522565e+03	4.755020e+03	4.907294e+03	9.883153e+03	6.060512e+03	4.912832e+03	3.295323e+03	8.282930e+03	5.510544e+03	4.821005e+03	2.637379e+03	6.746555e+03	5.760472e+03	2.694764e+03	2.738389e+03	5.323247e+03	7.458017e+03	4.435279e+03	3.537615e+03	7.060266e+03	9.061028e+03
4.218103e+02	5.404691e+02	5.009275e+02	4.741433e+02	4.116489e+02	5.702668e+02	6.240578e+02	5.380150e+02	4.901212e+02	5.849493e+02	6.153319e+02	7.670345e+02	6.998613e+02	9.221437e+02	3.946292e+02	6.885876e+02	5.014010e+02	7.402197e+02	5.526822e+02	4.359207e+02	5.709855e+02	2.272807e+03	5.497166e+02	4.784581e+02	4.924756e+02	2.490091e+03	6.110712e+02	4.084712e+02	6.072571e+02	9.281511e+02	4.941729e+02	8.974685e+02	5.292275e+02	6.699635e+02	5.172460e+02	6.413653e+02	1.243284e+03	4.362694e+02	5.932808e+02	7.576143e+02	4.399310e+02	5.685885e+02	5.557023e+02	3.681922e+02	3.729853e+02	8.619916e+02	5.757260e+02	7.832181e+02	1.006792e+03	3.729864e+02	5.785800e+02	4.786751e+02	4.469779e+02	7.459706e+02	3.816159e+02	4.541584e+02	5.591540e+02	4.983200e+02	5.470853e+02	4.151750e+02	7.288559e+02	5.449380e+02	6.568764e+02	6.898858e+02	5.244944e+02	5.184447e+02	6.728130e+02	5.460283e+02	8.446570e+02	3.699015e+02	6.299918e+02	5.627492e+02	5.935181e+02	6.667846e+02	4.830251e+02	5.395950e+02	4.010387e+02	6.721425e+02	4.007925e+02	4.757264e+02	2.981973e+02	5.418281e+02	6.822651e+02	5.103265e+02	6.349998e+02	6.203655e+02	8.013388e+02	5.323776e+02	5.949639e+02	6.213243e+02	6.201315e+02
5.678704e+02	6.168883e+02	8.219332e+02	5.636101e+02	6.660488e+02	6.976220e+02	5.343077e+02	8.495698e+02	7.048674e+02	5.680856e+02	8.492372e+02	7.069375e+02	8.847914e+02	7.832857e+02	4.505418e+02	7.283759e+02	6.425150e+02	7.390644e+02	8.550908e+02	6.993765e+02	7.503366e+02	6.473651e+02	7.793908e+02	7.552375e+02	7.324163e+02	6.724113e+02	7.884482e+02	5.556612e+02	7.121127e+02	6.675104e+02	7.392687e+02	1.843740e+03	8.629509e+02	8.072208e+02	7.615421e+02	9.923589e+02	1.557747e+03	5.817436e+02	7.344480e+02	7.090521e+02	7.105420e+02	8.277717e+02	1.034369e+03	5.851743e+02	5.351196e+02	6.743717e+02	8.594504e+02	9.987010e+02	9.392348e+02	5.675309e+02	8.548243e+02	5.721801e+02	5.922748e+02	8.187226e+02	7.175001e+02	5.475401e+02	1.133671e+03	6.870763e+02	5.549565e+02	6.248721e+02	7.462099e+02	6.980802e+02	6.959933e+02	8.131751e+02	1.100542e+03	6.221168e+02	6.958417e+02	6.394675e+02	6.867523e+02	7.130105e+02	6.136350e+02	5.871123e+02	8.071877e+02	9.970410e+02	7.700021e+02	7.649825e+02	5.409610e+02	8.704100e+02	7.861135e+02	6.544346e+02	4.930363e+02	8.273968e+02	6.769211e+02	6.856879e+02	5.982575e+02	8.449250e+02	8.870042e+02	6.907671e+02	7.157045e+02	7.821928e+02	7.171124e+02
7.790174e+02	1.155125e+03	1.220033e+03	9.188214e+02	9.302655e+02	1.078883e+03	1.147057e+03	1.523756e+03	1.085149e+03	1.090327e+03	1.115696e+03	9.739187e+02	1.461773e+03	1.453504e+03	7.596248e+02	9.204420e+02	9.849111e+02	8.690763e+02	1.067069e+03	9.021669e+02	1.068057e+03	9.382937e+02	1.510227e+03	1.050500e+03	9.879292e+02	1.344093e+03	1.426070e+03	8.752530e+02	8.203894e+02	1.147064e+03	1.117924e+03	1.654269e+03	1.080988e+03	1.037744e+03	1.084873e+03	1.199476e+03	1.892483e+03	9.875867e+02	1.314389e+03	1.088533e+03	9.488215e+02	1.669387e+03	1.388704e+03	8.271344e+02	8.773102e+02	1.089515e+03	1.221287e+03	1.490870e+03	1.488726e+03	8.368883e+02	9.134824e+02	1.001105e+03	9.800389e+02	1.461139e+03	1.530394e+03	9.488527e+02	1.025153e+03	1.120044e+03	8.534960e+02	1.076835e+03	7.681386e+02	1.295064e+03	1.112477e+03	1.307346e+03	1.665877e+03	1.449588e+03	1.047678e+03	1.129781e+03	9.673958e+02	8.018146e+02	9.106564e+02	9.904447e+02	1.056352e+03	1.826462e+03	1.080485e+03	1.020716e+03	1.013439e+03	9.870990e+02	1.173399e+03	9.959962e+02	6.822883e+02	1.110163e+03	9.086427e+02	9.919534e+02	1.104993e+03	1.002705e+03	1.230252e+03	1.212276e+03	1.776557e+03	1.550877e+03	8.646289e+02
5.331373e+02	7.052578e+02	7.438260e+02	8.125324e+02	8.194609e+02	8.134828e+02	6.313189e+02	8.803274e+02	8.247669e+02	8.045054e+02	8.725856e+02	6.749958e+02	9.385712e+02	9.327552e+02	6.140012e+02	7.287150e+02	7.967514e+02	7.063003e+02	7.522220e+02	1.091239e+03	8.039190e+02	6.956908e+02	8.627226e+02	7.082144e+02	8.794796e+02	1.055622e+03	8.189817e+02	6.450831e+02	8.442577e+02	8.733049e+02	8.106939e+02	8.953169e+02	8.267897e+02	7.616247e+02	9.848362e+02	9.331150e+02	1.417696e+03	6.804600e+02	9.686094e+02	8.597824e+02	7.352970e+02	8.795257e+02	4.974068e+02	7.479318e+02	6.349885e+02	7.914774e+02	9.566394e+02	8.114594e+02	8.823773e+02	8.713908e+02	6.953109e+02	6.867726e+02	6.939248e+02	9.206820e+02	7.493674e+02	6.401176e+02	7.918271e+02	6.675970e+02	7.952226e+02	7.106070e+02	8.349664e+02	8.019457e+02	6.624255e+02	8.873585e+02	1.017850e+03	8.333850e+02	1.064422e+03	5.574305e+02	8.251337e+02	8.354479e+02	6.633115e+02	7.052081e+02	7.579808e+02	1.072512e+03	6.775834e+02	7.254240e+02	6.697100e+02	7.914774e+02	7.330976e+02	8.436992e+02	6.507916e+02	8.494414e+02	7.529589e+02	6.805380e+02	6.585825e+02	9.642243e+02	7.555129e+02	7.686829e+02	1.548637e+03	7.594163e+02	7.804303e+02
4.320765e+03	5.838870e+03	3.119559e+03	4.482585e+03	8.673001e+03	5.372486e+03	2.959074e+03	6.402901e+03	6.411444e+03	3.404866e+03	3.615922e+03	5.230543e+03	9.423811e+03	3.914081e+03	4.600484e+03	5.424762e+03	7.743242e+03	4.242065e+03	4.729928e+03	5.004627e+03	7.301961e+03	5.077964e+03	6.385296e+03	7.830827e+03	6.177944e+03	5.450701e+03	4.217606e+03	4.387136e+03	7.020304e+03	6.205692e+03	8.018530e+03	7.529945e+03	8.095457e+03	5.564125e+03	5.886272e+03	7.415273e+03	5.951997e+03	2.920599e+03	5.954722e+03	5.558137e+03	4.057908e+03	7.056798e+03	5.999574e+03	6.520968e+03	4.248682e+03	4.074909e+03	8.256749e+03	1.184342e+04	6.417252e+03	3.438785e+03	3.691854e+03	4.020362e+03	3.843160e+03	4.637157e+03	4.176131e+03	4.091798e+03	7.086384e+03	5.863187e+03	5.699054e+03	9.643084e+03	5.934604e+03	6.516119e+03	2.855216e+03	9.096297e+03	3.878868e+03	5.801726e+03	5.135622e+03	3.652516e+03	4.840756e+03	3.778127e+03	6.002788e+03	5.391533e+03	4.899548e+03	7.730435e+03	6.744232e+03	4.873755e+03	3.769742e+03	7.930656e+03	6.970434e+03	5.466398e+03	3.037609e+03	7.947710e+03	6.303119e+03	3.569723e+03	4.466933e+03	5.666612e+03	8.196162e+03	4.553180e+03	4.845486e+03	8.088991e+03	7.935785e+03
1.987220e+03	2.867763e+03	2.406723e+03	2.406296e+03	3.587300e+03	2.639995e+03	1.880690e+03	2.943525e+03	2.790428e+03	2.022158e+03	2.327580e+03	2.612451e+03	3.513074e+03	2.508847e+03	1.912633e+03	2.579560e+03	2.925150e+03	2.012194e+03	2.427479e+03	2.242991e+03	3.025396e+03	2.215263e+03	2.677073e+03	3.218184e+03	2.867756e+03	3.123921e+03	2.809134e+03	1.930165e+03	2.828566e+03	2.627978e+03	3.208517e+03	3.341341e+03	2.957946e+03	2.263290e+03	2.654395e+03	2.700160e+03	3.260796e+03	2.096983e+03	2.901517e+03	2.806986e+03	2.378077e+03	3.074659e+03	2.846912e+03	2.278402e+03	2.151617e+03	2.628452e+03	3.459058e+03	3.531760e+03	2.969363e+03	1.947773e+03	2.399925e+03	2.301732e+03	2.209529e+03	2.843927e+03	2.261350e+03	2.396335e+03	2.813256e+03	2.495770e+03	2.470261e+03	2.688609e+03	2.627993e+03	3.325801e+03	1.887448e+03	3.344269e+03	2.900189e+03	2.798540e+03	2.814384e+03	2.231120e+03	1.948382e+03	2.332116e+03	2.636089e+03	2.301068e+03	2.501032e+03	3.501498e+03	2.931420e+03	2.190640e+03	2.056752e+03	3.396288e+03	2.640768e+03	2.711890e+03	1.898511e+03	2.792517e+03	2.494329e+03	1.897851e+03	2.189225e+03	2.834503e+03	3.103609e+03	2.576447e+03	2.747139e+03	2.872397e+03	2.923437e+03
5.805244e+02	6.633401e+02	5.824274e+02	6.423711e+02	5.980625e+02	6.278944e+02	6.771474e+02	9.013517e+02	7.377759e+02	7.045319e+02	7.096703e+02	6.476427e+02	8.944909e+02	8.482028e+02	5.068297e+02	5.648346e+02	6.065383e+02	5.462879e+02	6.898779e+02	6.296467e+02	6.933844e+02	6.439106e+02	9.869082e+02	6.369231e+02	6.238972e+02	6.616868e+02	7.863943e+02	6.136861e+02	6.147289e+02	6.131499e+02	6.994377e+02	8.142314e+02	6.892481e+02	6.513665e+02	7.970589e+02	8.197312e+02	9.063960e+02	6.181027e+02	7.147758e+02	6.565726e+02	7.531128e+02	8.439479e+02	1.123964e+03	5.834335e+02	5.635859e+02	6.785262e+02	9.602622e+02	8.881406e+02	7.865490e+02	5.923484e+02	6.167494e+02	7.728751e+02	6.000179e+02	8.208200e+02	7.478646e+02	6.972666e+02	8.556887e+02	7.060432e+02	6.520613e+02	6.398948e+02	4.654655e+02	7.507065e+02	6.523174e+02	8.082072e+02	8.586627e+02	6.826267e+02	5.848175e+02	6.136861e+02	5.980625e+02	5.466108e+02	5.899848e+02	5.672118e+02	7.676756e+02	1.288639e+03	7.321346e+02	6.537437e+02	6.675746e+02	7.686661e+02	6.498002e+02	6.296467e+02	5.269722e+02	6.632098e+02	6.694165e+02	6.392138e+02	5.271275e+02	6.884317e+02	1.428252e+03	7.025225e+02	8.415465e+02	8.087834e+02	5.952634e+02
